"employee_number","number_of_hours","reasons","withpay","dateleave"
"employee202","9","SL DUE HEADACHE/BODY PAIN CAUSE DYSMENORRHEA",True,"2018-10-29"
"employee202","9","SL DUE HEADACHE/BODY PAIN CAUSE DYSMENORRHEA",True,"2018-10-30"
"employee2504","9","Office advised.Submitted med cert/clearance.",True,"2018-10-29"
"employee2504","9","Office advised.Submitted med cert/clearance.",False,"2018-10-30"
"employee546","9","HOLIDAY LEAVE;WILL VISIT AUNTS GRAVE
RLVR-ARC",False,"2018-11-02"
"employee133","9","Vacation trip to Singapore.",False,"2018-11-15"
"employee133","9","Vacation trip to Singapore.",False,"2018-11-16"
"employee133","9","Vacation trip to Singapore",False,"2018-11-17"
"employee1686","9","going to province to visit my mom wake",False,"2018-11-01"
"employee1951","9","visit my late mom at cemetery",False,"2018-11-02"
"employee2081","9","EL-Due Family Matter",False,"2018-10-25"
"employee2081","9","EL-Due Family Matter",False,"2018-10-26"
"employee2081","9","Vacation Leave",False,"2018-10-31"
"employee1604","9","ANNUAL VACATION LEAVE.",True,"2018-11-22"
"employee3112","9","observe holiday leave",False,"2018-11-02"
"employee2084","4.5","Attend to personal matters",True,"2018-10-31"
"employee2052","9","HEADACHE",False,"2018-10-25"
"employee698","9","due to lbm ref 1810895",True,"2018-10-29"
"employee2384","9","FAMILY MATTERS",False,"2018-10-30"
"employee1622","9","MY AUNTS FUNERAL/BURIAL
	B/R NOV. 1-2 MR. BROBIO",False,"2018-11-01"
"employee1622","9","MY AUNTS FUNERAL/BURIAL
	B/R NOV. 1-2 MR. BROBIO",False,"2018-11-02"
"employee624","9","observe holiday",False,"2018-11-01"
"employee624","9","observe holiday",False,"2018-11-02"
"employee624","9","vl br: m. dato",False,"2018-11-03"
"employee61","9","VACATION LEAVE BR - S NENING",False,"2018-11-01"
"employee61","9","VACATION LEAVE BR - BRENT BUSTOS",False,"2018-11-02"
"employee703","9","VACATION LEAVE (BR: N. LLANA & F.QUESTIN)",False,"2018-11-01"
"employee703","9","VACATION LEAVE (BR: N. LLANA & F.QUESTIN)",False,"2018-11-02"
"employee1101","9","LBM",True,"2018-10-25"
"employee653","9","VL BR: NOV5-8 MS. SAMSON, M.",True,"2018-11-05"
"employee653","9","VL BR: NOV5-8 MS. SAMSON, M.",True,"2018-11-06"
"employee653","9","VL BR: NOV5-8 MS. SAMSON, M.",True,"2018-11-07"
"employee653","9","VL BR: NOV5-8 MS. SAMSON, M.",True,"2018-11-08"
"employee653","9","VL BR: MS. MAYANG, PAMELA",True,"2018-11-04"
"employee1990","9","AVAIL HOLIDAY.",False,"2018-11-01"
"employee1990","9","AVAIL HOLIDAY.",False,"2018-11-02"
"employee1982","9","Partial VL",True,"2018-10-22"
"employee1138","9","partial v/l attending important matters",True,"2018-11-03"
"employee2057","9","Partial Leave",True,"2018-11-08"
"employee2057","9","Partial Leave",True,"2018-11-11"
"employee551","9","el due to daughter admitted to the hospital",False,"2018-10-26"
"employee551","9","el due to daughter admitted to the hospital",False,"2018-10-27"
"employee1766","9","took care of my sick wife.",True,"2018-10-29"
"employee1766","9","took care of my sick wife.",True,"2018-10-30"
"employee1619","9","annual vacation leave",True,"2018-11-05"
"employee1619","9","annual vacation leave",True,"2018-11-06"
"employee832","9","AVAIL PARTIAL VL",True,"2018-11-04"
"employee3194","9","Partial vacation leave",True,"2018-11-03"
"employee1660","9","take care of my sick parents incharge of household",True,"2018-10-26"
"employee1660","9","SL body pain with clearance.",True,"2018-10-29"
"employee914","9","HYPERTENSION W/ MEDICAL CLEARANCE",True,"2018-10-29"
"employee914","4.5","HYPERTENSION W/ MEDICAL CLEARANCE",True,"2018-10-30"
"employee914","4.5","HYPERTENSION W/ MEDICAL CLEARANCE",False,"2018-10-30"
"employee3154","9","EL due to personal leave",True,"2018-10-30"
"employee1589","9","avail partial leave",True,"2018-12-09"
"employee1661","9","S/L  suffered body pain",True,"2018-10-29"
"employee1723","4.5","CHECK UP OF MY BABY",True,"2018-11-03"
"employee919","9","E/L attended the needs of my sick wife,,,.LWOP",False,"2018-10-28"
"employee3202","9","family matter",True,"2018-10-28"
"employee3202","9","due to body pain",True,"2018-10-29"
"employee415","9","settle important matter",True,"2018-10-31"
"employee415","9","Will Observe Holiday Leave",False,"2018-11-01"
"employee415","9","Will Observe Holiday Leave",False,"2018-11-02"
"employee2190","9","Will Observe Holiday Leave",False,"2018-11-01"
"employee58","9","PARTIAL LEAVE FAMILY MATTER",False,"2018-10-16"
"employee58","9","PARTIAL LEAVE FAMILY MATTER",False,"2018-10-17"
"employee51","9","Due to will go to cemetery in cavite (Father side)",False,"2018-11-02"
"employee583","9","will go to cemetery in batangas",False,"2018-11-02"
"employee69","9","V/L DUE FAMILY MATTER",True,"2018-10-28"
"employee1517","9","SICK LEAVE DUE TO HEADACHE",True,"2018-10-16"
"employee1517","9","EL CHARGED TO VL X NEED TO ACCOMPANY MY SICK FATHE",True,"2018-10-21"
"employee1517","9","MY CAR TOWED IN EXPRESSWAY (CAVITEX)",True,"2018-10-29"
"employee24","9","E/ L TO V/L DUE TO NAKIPAG LIBING AKO SA PINSAN KO",False,"2018-10-28"
"employee2493","9","ASTHMA ATTACK",True,"2018-10-26"
"employee2493","9","ASTHMA ATTACK",True,"2018-10-27"
"employee2364","9","ATTENDED SICK MOTHER HOME MEDICATION",False,"2018-10-23"
"employee573","9","V/L WITHOUT  PAY ATTEND WEDDING",False,"2018-10-26"
"employee615","9","family matter",True,"2018-10-28"
"employee1961","9","BIRTHDAY LEAVE",True,"2018-11-03"
"employee1961","9","BIRTHDAY LEAVE",True,"2018-11-04"
"employee2431","9","SEVERE HEADACHE",True,"2018-10-22"
"employee2431","9","SEVERE HEADACHE",True,"2018-10-23"
"employee565","9","WENT  LAGUNA  COZ THE AUNTIE OF MY WIFE WAS DIED",False,"2018-10-27"
"employee565","9","WENT  LAGUNA  COZ THE AUNTIE OF MY WIFE WAS DIED",False,"2018-10-28"
"employee903","9","personal matter",False,"2018-10-25"
"employee903","9","over fatigue",True,"2018-10-26"
"employee903","9","personal matter",False,"2018-10-27"
"employee3084","9","High Fever and cough",True,"2018-10-26"
"employee2256","9","MUSCULO-SKELETAL STRAIN,RIGHT SHOULDER",True,"2018-10-27"
"employee1820","9","VL",True,"2018-11-07"
"employee1028","9","DUE TO LBM",True,"2018-10-28"
"employee950","4.5","half day-am/heavy traffic due to rains/road const.",False,"2018-10-30"
"employee421","9","VACATION LEAVE",False,"2018-11-03"
"employee2508","9","abrasion r leg mid.aspect l leg lateral aspect",False,"2018-10-26"
"employee2508","9","abrasion r leg mid.aspect l leg lateral aspect",False,"2018-10-27"
"employee2508","9","abrasion r leg mid.aspect l leg lateral aspect",False,"2018-10-28"
"employee554","9","i asisst my son",False,"2018-10-26"
"employee981","9","accompany my wife for medical check up",False,"2018-10-23"
"employee987","9","MOTHER WAS BROUGHT TO THE HOSPITAL",False,"2018-10-27"
"employee987","9","MOTHER WAS BROUGHT TO THE HOSPITAL",False,"2018-10-28"
"employee1013","9","40 DAYS FATHERS DEATH",False,"2018-11-03"
"employee501","9","VL",True,"2018-11-06"
"employee2229","9","holiday leave",False,"2018-11-01"
"employee2229","9","holiday leave",False,"2018-11-02"
"employee3057","9","Holiday leave schedule for Bulan, Sorsogon",False,"2018-11-01"
"employee3057","9","Holiday leave schedule for Bulan, Sorsogon",False,"2018-11-02"
"employee1881","9","ATTENED PERSONAL MATTER",True,"2018-11-06"
"employee429","9","SIGNAL #3 SA ILOCOS SUR. D KO MAIWAN MAG IINA",False,"2018-10-30"
"employee1130","9","v/l",True,"2018-11-14"
"employee1130","9","v/l",True,"2018-11-21"
"employee1130","9","v/l",True,"2018-11-28"
"employee1511","9","IMPORTANT MATTER",True,"2018-11-07"
"employee2280","9","DUE TO MY WIFE HAS A DENGUE FEVER",False,"2018-10-28"
"employee2280","9","DUE TO MY WIFE HAS A DENGUE FEVER",False,"2018-10-29"
"employee2263","9","HEAVY RAIN AND HEAVY WIND DUE TO TYPHOON ROSITA",True,"2018-10-30"
"employee1470","9","ACCOMPANY MY ANTY TO PGH FOR HER MEDICAL SCHEDULE",True,"2018-11-17"
"employee1470","9","ACCOMPANY MY ANTY TO PGH FOR HER MEDICAL SCHEDULE",True,"2018-11-18"
"employee1470","9","ACCOMPANY MY ANTY TO PGH FOR HER MEDICAL SCHEDULE",True,"2018-11-19"
"employee1470","9","ACCOMPANY MY ANTY TO PGH FOR HER MEDICAL SCHEDULE",False,"2018-11-20"
"employee1470","9","ACCOMPANY MY ANTY TO PGH FOR HER MEDICAL SCHEDULE",False,"2018-11-21"
"employee1044","9","V/L",False,"2018-11-17"
"employee1117","9","accompanied my daughter to hospital",False,"2018-10-28"
"employee1117","9","accompanied my daughter to hospital",False,"2018-10-29"
"employee1014","9","SICK LEAVE W/ MEDICAL CERTIFICATE",True,"2018-10-24"
"employee1056","9","My family and I were infected by viral diseases.",False,"2018-10-20"
"employee1056","9","My family and I were infected by viral diseases.",False,"2018-10-21"
"employee1056","9","My family and I were infected by viral diseases.",False,"2018-10-22"
"employee1056","9","My family and I were infected by viral diseases.",False,"2018-10-23"
"employee1056","9","My family and I were infected by viral diseases.",False,"2018-10-24"
"employee2157","9","FLOOD- MANUAL INPUT DUE TO WRONG FILING",False,"2018-10-28"
"employee1164","9","CHECK UP DP: 10/30",True,"2018-10-29"
"employee262","9","FEVER DP: 10/30",True,"2018-10-24"
"employee262","9","FEVER DP: 10/30",True,"2018-10-25"
"employee307","9","ABDOMINAL DISCOMFORT DP: 10/30",True,"2018-10-29"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-18"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-19"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-22"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-23"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-24"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-25"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-26"
"employee2302","9","LEFT BREAST BIOPSY DP: 10/30",False,"2018-10-29"
"employee554","9","right foot ankle(NOT CLEARED)",False,"2018-10-30"
"employee1144","9","NUMBNESS ON UPPER EXTREMITIES(NOT CLEARED)",False,"2018-10-25"
"employee2703","9","FEVER DP: 10/30",False,"2018-10-21"
"employee2425","9","STOMACH ACHE DP: 10/30",False,"2018-10-29"
"employee2553","9","HEADACHE DP: 10/30",False,"2018-10-29"
"employee1168","9","TOOTH EXTRACTION DP: 10/25",True,"2018-10-25"
"employee1168","9","TOOTH EXTRACTION DP: 10/25",True,"2018-10-26"
"employee1168","9","TOOTH EXTRACTION DP: 10/25",True,"2018-10-27"
"employee1684","9","MIGRAINE DP: 10/30",True,"2018-10-29"
"employee1586","9","LBM DP: 10/24",False,"2018-10-22"
"employee1586","9","LBM DP: 10/24",False,"2018-10-23"
"employee400","9","LBM office,PRC and towing Supervisor duly notified",True,"2018-10-31"
"employee1586","9","FEVER DP: 10/18",True,"2018-10-16"
"employee1586","9","FEVER DP: 10/18",True,"2018-10-17"
"employee1019","9","tooth extraction(NOT CLEARED)",False,"2018-10-27"
"employee1019","9","tooth extraction(NOT CLEARED)",False,"2018-10-28"
"employee1019","9","tooth extraction(NOT CLEARED)",False,"2018-10-29"
"employee1019","9","tooth extraction(NOT CLEARED)",False,"2018-10-30"
"employee1588","9","KNEE PAIN DP: 10/23",True,"2018-10-22"
"employee3085","9","visit my 1st daughter at cemetery.",False,"2018-11-01"
"employee1228","9","FEVER AND VOMITING DP: 10/23",True,"2018-10-20"
"employee1233","9","LBM DP: 10/28",True,"2018-10-28"
"employee1744","9","LBM DP: 10/28",True,"2018-10-27"
"employee2422","9","DYSMENORRHEA DP: 10/29",False,"2018-10-27"
"employee1613","9","FEVER DP: 10/29",True,"2018-10-28"
"employee1043","9","FLU(NO REPORT & CLEARANCE)",False,"2018-10-30"
"employee1479","9","HEADACHE DP: 10/26",True,"2018-10-25"
"employee1127","9","TOOTH EXTRACTION DP: 10/29",True,"2018-10-25"
"employee1127","9","TOOTH EXTRACTION DP: 10/29",True,"2018-10-26"
"employee2542","9","BODY MALAISE DP: 10/30",False,"2018-10-24"
"employee1671","9","FLU / COUGH DP: 10/26",True,"2018-10-24"
"employee1671","9","FLU / COUGH DP: 10/26",True,"2018-10-25"
"employee1004","9","SL DUETO TONSILITIS(NOT CLEARED)",False,"2018-10-30"
"employee1201","9","HEADACHE DP: 10/25",True,"2018-10-24"
"employee1213","9","SORE EYES DP: 10/22",True,"2018-10-20"
"employee1213","9","SORE EYES DP: 10/22",True,"2018-10-21"
"employee1809","9","due to allergic caugh.(NOT CLEARED)",False,"2018-10-22"
"employee1809","9","due to allergic caugh.(NOT CLEARED)",False,"2018-10-23"
"employee1809","9","due to allergic caugh.(NOT CLEARED)",False,"2018-10-24"
"employee1809","9","due to allergic caugh.(NOT CLEARED)",False,"2018-10-25"
"employee1904","4.5","LBM DP: 10/29",True,"2018-10-28"
"employee1904","4.5","LBM DP: 10/29",False,"2018-10-28"
"employee1809","9","due to hypertension(NOT CLEARED)",False,"2018-10-28"
"employee1809","9","due to hypertension(NOT CLEARED)",False,"2018-10-29"
"employee1809","9","due to hypertension(NOT CLEARED)",False,"2018-10-30"
"employee306","9","DYSMENORRHEA DP: 10/28",True,"2018-10-27"
"employee2333","9","BODY MALAISE DP: 10/28",False,"2018-10-27"
"employee2342","9","ABDOMINAL DISCOMFORT DP: 10/27",False,"2018-10-25"
"employee289","9","ACUTE Tonsillopharyngitis",True,"2018-10-26"
"employee2390","9","LBM DP: 10/25",False,"2018-10-24"
"employee1465","9","lower back pain....(NO REPORT & CLEARANCE)",False,"2018-10-21"
"employee1850","4.5","BURIAL OF MY WIFES GRAND FATHER DP: 10/28",True,"2018-10-28"
"employee1630","4.5","HALFDAY LEAVE DP: 10/29",False,"2018-10-29"
"employee1214","4.5","NO REASON DP: 10/24",False,"2018-10-24"
"employee287","4.5","ATTENDED BURIAL OF COLLEAGUE DP: 10/16",False,"2018-10-16"
"employee2633","9","MY FATHER IN LAW WAS HOSPITALIZED DUE TO FATIGUE DP: 10/23",False,"2018-10-20"
"employee514","9","S/L(NO REPORT & CLEARANCE)",False,"2018-10-21"
"employee2300","9","UNADVICE WATER DISRUPTION IN TIPOLO MANDAUE DP: 10/28",False,"2018-10-27"
"employee1667","9","ACCOMPANIED MY SISTER ADMITTED IN THE HOSPITAL DP: 10/26",True,"2018-10-21"
"employee1641","9","DEATH OF MY GRANDMOTHER DP: 10/31",True,"2018-10-27"
"employee1641","9","DEATH OF MY GRANDMOTHER DP: 10/31",True,"2018-10-28"
"employee1641","9","DEATH OF MY GRANDMOTHER DP: 10/31",True,"2018-10-29"
"employee1613","9","ASSISTED MY PREGNANT SISTERS ADMISSION TO THE HOSPITAL DP: 10/31",True,"2018-10-30"
"employee1147","9","ATTEND IMP FAMILY MATTER PROBLEM DP: 10/26",False,"2018-10-25"
"employee2421","9","WORLD WIDE CHURCH ACTIVITY (IGLESIA NI CRISTO) DP: 10/29",False,"2018-10-28"
"employee2558","9","SWOLLEN TONSILITIS (NO FIT TO WORK) DP: 10/27",False,"2018-10-26"
"employee1694","9","EMERGENCY HAVING CHECK UP DP: 10/20",True,"2018-10-19"
"employee1429","9","SICK LEAVE DUE TO TOOTHACHE(NO CLEARANCE)",False,"2018-10-17"
"employee1429","9","SICK LEAVE DUE TO TOOTHACHE(NO CLEARANCE)",False,"2018-10-18"
"employee1223","4.5","HALF DAY LEAVE DP: 10/26",True,"2018-10-28"
"employee2579","4.5","HALFDAY LEAVE DP: 10/21",False,"2018-10-24"
"employee1094","9","BACK PAIN..(NO REPORT & CLEARANCE)",False,"2018-10-28"
"employee1607","4.5","HALF DAY LEAVE DP: 10/15",True,"2018-10-27"
"employee1240","4.5","HALF DAY LEAVE DP: 10/24",True,"2018-10-26"
"employee1607","4.5","HALF DAY LEAVE DP: 10/15",True,"2018-10-20"
"employee2346","9","ATTEND CHRISTENING DP: 10/26",False,"2018-10-27"
"employee2210","9","NO REASON DP: 6/22",False,"2018-10-23"
"employee1703","9","NO REASON DP; 10/24",True,"2018-10-28"
"employee1413","9","IMPORTANT FAMILY MATTER DP; 10/23",False,"2018-10-26"
"employee1858","9","SUDDEN CONTRACTION AND SPOTTING DP; 10/26",False,"2018-10-27"
"employee2209","9","NO REASON DP: 10/22",False,"2018-10-28"
"employee2490","9","NO REASON DP: 10/22",False,"2018-10-24"
"employee1633","9","NO REASON DP:10/25",True,"2018-10-27"
"employee1441","9","SICKLEAVE(NOTCLEARED)",False,"2018-10-24"
"employee1441","9","SICKLEAVE(NOTCLEARED)",False,"2018-10-25"
"employee1441","9","SICKLEAVE(NOTCLEARED)",False,"2018-10-26"
"employee1441","9","SICKLEAVE(NOTCLEARED)",False,"2018-10-27"
"employee1441","9","SICKLEAVE(NOTCLEARED)",False,"2018-10-30"
"employee1219","9","NO REASON DP: 10/19",False,"2018-10-24"
"employee2595","9","NO REASON DP: 10/25",False,"2018-10-27"
"employee1569","9","NO REASON DP: 10/19",True,"2018-10-23"
"employee1216","9","FAMILY MATTERS DP: 10/23",True,"2018-10-26"
"employee1557","9","NO REASON DP: 10/22",True,"2018-10-25"
"employee262","9","AVAIL VACATION MY CHILD WAS HOSPITALIZED DP: 10/30",False,"2018-10-26"
"employee262","9","AVAIL VACATION MY CHILD WAS HOSPITALIZED DP: 10/30",False,"2018-10-27"
"employee1557","9","NO REASON DP: 10/22",True,"2018-10-26"
"employee1557","9","NO REASON DP: 10/22",True,"2018-10-27"
"employee147","9","HEAVY RAIN AND FLOODED AREA",False,"2018-10-30"
"employee1717","9","due family matter",False,"2018-10-31"
"employee550","9","SICK LEAVE - DUE NOT FEELING WELL
HYPERTENSION",True,"2018-10-30"
"employee1405","9","SICK LEAVE DUE HEADACHE",True,"2018-10-30"
"employee3118","9","EL DUE TO LATE ADVISE SL AT CLINIC",False,"2018-10-28"
"employee3118","9","EL DUE TO LATE ADVISE SL AT CLINIC",False,"2018-10-29"
"employee2480","9","visit  parents at memorial park",False,"2018-11-03"
"employee564","9","Sicl leave LBM
Ref # - 1810950",True,"2018-10-30"
"employee1736","9","Partial VL",True,"2018-11-05"
"employee2574","9","E/L DUE TO FAMILY MATTER",False,"2018-10-30"
"employee426","4.5","ARTHRITIS EDEMA ON BOTH FEET WD MEDICAL CERTIFICAT",True,"2018-10-29"
"employee426","4.5","ARTHRITIS EDEMA ON BOTH FEET WD MEDICAL CERTIFICAT",False,"2018-10-29"
"employee2766","9","dysmenorrhea and lower back pain",False,"2018-10-18"
"employee2766","9","dysmenorrhea and lower back pain",False,"2018-10-19"
"employee2766","9","Due to Vertigo",False,"2018-10-25"
"employee2766","9","Due to Vertigo",False,"2018-10-26"
"employee1515","9","SICKLEAVE DUE TO HEADACHE",True,"2018-10-29"
"employee221","9","PARTIAL VACATION LEAVE",True,"2018-11-13"
"employee627","9","sick son",False,"2018-10-29"
"employee627","9","sick son",False,"2018-10-30"
"employee3237","9","due to headache ref.1810911",True,"2018-10-30"
"employee2523","9","family matter",False,"2018-10-28"
"employee604","9","LWOP.With approval of Mr.Pimentel / Ms.Ana Castro.",False,"2018-10-22"
